rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,date,track_id,rank_tier,popularity,duration_ms,explicit,album_type,total_tracks,duration_min
46,spotify:track:68oBz6xab6ATAobLCbtZXX,Ronisia,Solide,Epic,27,55,96,117987,26,68oBz6xab6ATAobLCbtZXX,Top 50,2.5811161371902336,212400,False,single,5,3.54
47,spotify:track:5kfAx6phDHPpz5g8IAPyc2,Werenoi,Chemin d'or,PLR Music / PGP Records / Allpoints,4,47,1065,117854,26,5kfAx6phDHPpz5g8IAPyc2,Top 50,2.5563478510252766,212093,True,album,18,3.534883333333333
48,spotify:track:66ku4Gq4k5xUqdVL4Oam2r,Werenoi,Poney,PLR Music / PGP Records,4,60,322,116205,26,66ku4Gq4k5xUqdVL4Oam2r,Top 50,2.249258348122918,230000,True,album,17,3.8333333333333335
49,spotify:track:1VeDrlbLw18quxCqWfEFEi,Charlotte Cardin,Tant pis pour elle,Cult Nation,44,57,119,116090,26,1VeDrlbLw18quxCqWfEFEi,Top 50,2.2278421608374286,158185,False,single,1,2.636416666666667
50,spotify:track:1Mzg6bu3hkCwJKEf7v49MN,SDM,CARTIER SANTOS,Universal Music Division Capitol Music France,1,45,518,115802,26,1Mzg6bu3hkCwJKEf7v49MN,Top 50,2.1742085787659438,183813,True,album,14,3.06355
1,spotify:track:55vPnuXfuzXNW75JpuSczF,"disiz, Theodora",melodrama,Carré Bleu Production,1,1,155,505747,27,55vPnuXfuzXNW75JpuSczF,Top 10,74.79277510954844,176213,False,album,20,2.9368833333333333
2,spotify:track:0T1CzbjyOEU60cL5G244di,Rambo goyard,B.M.S (by my side),Universal Music Division Capitol Music France,2,3,52,440679,27,0T1CzbjyOEU60cL5G244di,Top 10,62.675310115703276,125454,True,single,1,2.0909
3,spotify:track:1yGJ40k7HLF3odITZPoQs4,RnBoi,MON BÉBÉ,DOUBLE JEU RECORDS,1,2,127,423770,27,1yGJ40k7HLF3odITZPoQs4,Top 10,59.5263856738743,130500,False,single,1,2.175
4,spotify:track:35eK52MQkpWLxwyIAGKKXT,Nono La Grinta,LOVE YOU,MPR Records,3,4,138,383806,27,35eK52MQkpWLxwyIAGKKXT,Top 10,52.0839812505936,147692,True,single,1,2.461533333333333
5,spotify:track:5yVEQgC0GuEvvEcv9D8NpG,WIXO & LA2S,GMK,Quality No Stress,5,7,40,331362,27,5yVEQgC0GuEvvEcv9D8NpG,Top 10,42.31745493754854,125179,False,single,1,2.086316666666667
6,spotify:track:0UbEeYuehzUktmPlhMtfA8,"La Rvfleuze, COLORS",Argent Sale - A COLORS SHOW,SERRURE RECORDS / ATLANTIC FRANCE,4,5,12,329738,27,0UbEeYuehzUktmPlhMtfA8,Top 10,42.015021127534325,164307,True,single,1,2.73845
7,spotify:track:2ZxulKXVUpatqUe0quNMtP,"RnBoi, Nono La Grinta",AVEC MOI,DOUBLE JEU RECORDS,4,6,43,303114,27,2ZxulKXVUpatqUe0quNMtP,Top 10,37.056894429370345,182000,True,single,1,3.033333333333333
8,spotify:track:7EyB1sN9IUO1YXIoHTyZRk,"Franglish, KeBlack",Génération impolie,Lutece Music,3,9,134,288629,27,7EyB1sN9IUO1YXIoHTyZRk,Top 10,34.35938596997637,141389,False,album,25,2.3564833333333333
9,spotify:track:3Bu67MTSsLLJNyZ8qg3itI,"Genezio, Niska",OG,LOSSA RECORDS,5,8,88,279581,27,3Bu67MTSsLLJNyZ8qg3itI,Top 10,32.674397599897205,164986,True,album,14,2.7497666666666665
10,spotify:track:4YiP42tiEfZ1blOnzJ6fRr,"PLK, Theodora",Sex Model,Panenka Music,4,10,8,273582,27,4YiP42tiEfZ1blOnzJ6fRr,Top 10,31.557217534456782,166922,False,single,1,2.782033333333333
11,spotify:track:5UpupDvr2w93ccnEmmhS5q,"GIMS, Theodora",SPA,Black Belt,5,11,43,269197,27,5UpupDvr2w93ccnEmmhS5q,Top 25,30.740609001875313,183307,False,single,1,3.0551166666666667
12,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,5,15,333,250411,27,5TFD2bmFKGhoCRbX61nXY5,Top 25,27.24213513800405,183685,False,album,17,3.0614166666666667
13,spotify:track:7J4dPn4Xg9Op0e8N2tjqkX,"Angèle, Justice",What You Want,Angèle VL Records,13,-1,1,239057,27,7J4dPn4Xg9Op0e8N2tjqkX,Top 25,25.12770565592195,188320,False,single,1,3.1386666666666665
14,spotify:track:4ffqxU54Ll4YRz5NVBe77w,R2,RUINART,Label Blue Sky,1,12,256,237758,27,4ffqxU54Ll4YRz5NVBe77w,Top 25,24.885795853453686,174493,True,album,17,2.9082166666666667
15,spotify:track:4eGoCBOGEAQty5nfWRC0VD,"GIMS, L2B",BLOQUÉ,Play Two,6,14,113,235619,27,4eGoCBOGEAQty5nfWRC0VD,Top 25,24.487454769943593,201103,False,single,1,3.3517166666666665
16,spotify:track:0wLCA75tmsos5ZcVzqHFQ1,"GIMS, La Mano 1.9",PARISIENNE,Play Two,1,16,211,233702,27,0wLCA75tmsos5ZcVzqHFQ1,Top 25,24.130456239280267,158859,False,album,18,2.64765
17,spotify:track:6e4MfehUZ1wzSPwbOG3N4A,Black Cat,BMW,Atlantic France,17,18,18,215437,27,6e4MfehUZ1wzSPwbOG3N4A,Top 25,20.729007015198047,145631,True,single,1,2.427183333333333
